и,99
не,63
на,33
поросенок,30
дом,24
что,24
в,24
волк,24
он,21
к,18
домик,18
по,15
так,15
построить,15
а,15
из,15
я,15
с,15
от,15
три,12
поросенка,12
только,12
но,12
как,12
—,12
поросята,12
опушке,9
леса,9
вот,9
поросят,9
хижину,9
соломы,9
увидев,9
уже,9
ему,9
даже,9
они,6
лето,6
стало,6
младший,6
крепкий,6
о,6
старший,6
побыстрее,6
хочу,6
нем,6
средний,6
зимой,6
веток,6
тот,6
сейчас,6
младшенький,6
был,6
хотелось,6
быстро,6
несколько,6
ничего,6
домика,6
вам,6
побежал,6
же,6
дверь,6
рассвирепел,6
всех,6
начал,6
дуть,6
им,6
очень,6
через,6
раз,6
–,6
прямо,6
трубу,6
читать,3
онлайн,3
автор,3
английская,3
народная,3
примерное,3
время,3
прочтения,3
4,3
мин,3
летним,3
утром,3
резвились,3
прыгали,3
лужам,3
пели,3
беззаботно,3
будто,3
никогда,3
закончится,3
вечерам,3
холодать,3
братья,3
мерзли,3
самый,3
предложил,3
теплый,3
мысль,3
том,3
пора,3
прекращать,3
игры,3
расстроила,3
двух,3
других,3
строительство,3
было,3
решено,3
отложить,3
попозже,3
когда,3
холод,3
стал,3
совсем,3
нестерпим,3
началась,3
наша,3
история,3
торопился,3
вернуться,3
играм,3
построил,3
маленькую,3
веселиться,3
чтобы,3
танцевать,3
скакать,3
играться,3
ни,3
чем,3
волноваться,3
сперва,3
тоже,3
хотел,3
побоялся,3
замерзнет,3
соорудил,3
крепких,3
старшего,3
готов,3
прыгает,3
солнышке,3
поторопился,3
просто-напросто,3
накидал,3
сверху,3
листья,3
мох,3
запел,3
подошло,3
концу,3
грустить,3
мне,3
лицу,3
смогу,3
тут,3
спать,3
играть,3
самым,3
ответственным,3
приближением,3
холодов,3
до,3
игр,3
да,3
красивый,3
обязательно,3
теплой,3
печкой,3
работа,3
кипела,3
каменный,3
нелегко,3
тем,3
более,3
без,3
помощи,3
шли,3
дни,3
рос,3
крыша,3
была,3
готова,3
постелька,3
ярко-желтых,3
листьев,3
счастливый,3
мог,3
нарадоваться,3
свой,3
сочинил,3
песенку,3
строил,3
безопасно,3
будет,3
нету,3
никаких,3
забот,3
у,3
того,3
кто,3
здесь,3
живет,3
успела,3
первая,3
снежинка,3
коснуться,3
земли,3
окраине,3
посеревшего,3
холода,3
сырости,3
показался,3
угрюмый,3
дней,3
ел,3
потому,3
страшно,3
зол,3
усмехнулся,3
подумал,3
ох,3
уж,3
эти,3
маленькие,3
глупые,3
помогут,3
ваши,3
жалкие,3
хижины,3
наконец-то,3
поем,3
души,3
этими,3
словами,3
первой,3
небольшой,3
соломенной,3
хижине,3
недолго,3
думая,3
зарычал,3
таким,3
громким,3
страшным,3
голосом,3
соломинок,3
вмиг,3
слетели,3
маленький,3
открывай,3
расхрабрившийся,3
думал,3
открывать,3
тогда,3
изо,3
сил,3
та,3
взяла,3
сразу,3
разлетелась,3
сторонам,3
охнуть,3
успел,3
неожиданности,3
испуга,3
быстро-быстро,3
своему,3
среднему,3
брату,3
погнался,3
за,3
ним,3
-,3
открывайте,3
меня,3
скрыться,3
дрожали,3
страха,3
совершенно,3
знали,3
делать,3
два,3
братца,3
выскочили,3
побежали,3
домику,3
младшенького,3
копытца,3
сверкали,3
конечно,3
впустил,3
своих,3
братьев,3
задвинул,3
засов,3
тяжелой,3
двери,3
хоть,3
помогали,3
строить,3
всё,3
были,3
его,3
братьями,3
их,3
любил,3
заставил,3
себя,3
долго,3
ждать,3
окошко,3
троих,3
жутко,3
обрадовался,3
сегодня,3
останусь,3
голодным,3
ухмылялся,3
сколько,3
бедняга,3
дул,3
стучал,3
стоял,3
крепко,3
полез,3
крышу,3
залез,3
попасть,3
внутрь,3
съесть,3
пролетев,3
трубе,3
угодил,3
котел,3
кипящей,3
водой,3
собирался,3
приготовить,3
ужин,3
ошпарился,3
вылетел,3
обратно,3
улицу,3
побродив,3
немного,3
опустевшей,3
все,3
ещё,3
голодному,3
волку,3
больше,3
оставалось,3
убежать,3
лес,3
поджав,3
хвост,3
прожили,3
всю,3
зиму,3
теплом,3
уютном,3
домике,3
дружные,3
ребята,3
горе,3
беда,3
будут,3
вместе,3
навсегда,3
